0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
object_category ,object_type ,offer_type ,ref_object ,object_street ,object_zip ,object_city ,object_state ,object_country ,object_title ,object_description ,selling_price ,rent_net ,rent_extra ,price_unit ,picture_1_filename ,picture_2_filename ,picture_3_filename ,picture_4_filename ,picture_5_filename ,picture_1_title ,picture_2_title ,picture_3_title ,picture_4_title ,picture_5_title ,picture_1_description ,picture_2_description ,picture_3_description ,picture_4_description ,picture_5_description ,movie_filename ,movie_title ,movie_description ,document_filename ,document_title ,document_description ,url ,agency_id ,agency_name ,agency_name_2 ,agency_reference ,agency_street ,agency_zip ,agency_city ,agency_country ,agency_phone ,agency_mobile ,agency_fax ,agency_email ,agency_logo ,visit_name ,visit_phone ,visit_email ,visit_remark ,publish_until ,destination ,picture_6_filename ,picture_7_filename ,picture_8_filename ,picture_9_filename ,picture_6_title ,picture_7_title ,picture_8_title ,picture_9_title ,picture_6_description ,picture_7_description ,picture_8_description ,picture_9_description ,picture_1_url ,picture_2_url ,picture_3_url ,picture_4_url ,picture_5_url ,picture_6_url ,picture_7_url ,picture_8_url ,picture_9_url ,distance_motorway ,ceiling_height ,hall_height ,maximal_floor_loading ,carrying_capacity_crane ,carrying_capacity_elevator ,isdn ,wheelchair_accessible ,animal_allowed ,ramp ,lifting_platform ,railway_terminal ,restrooms ,water_supply ,sewage_supply ,power_supply ,gas_supply ,municipal_info ,own_object_url ,billing_anrede ,billing_first_name ,billing_name ,billing_company ,billing_street ,billing_post_box ,billing_zip ,billing_place_name ,billing_land ,billing_phone_1 ,billing_phone_2 ,billing_mobile ,billing_language ,publishing_id ,delivery_id ,picture_10_filename ,picture_11_filename ,picture_12_filename ,picture_13_filename ,picture_10_title ,picture_11_title ,picture_12_title ,picture_13_title ,picture_10_description ,picture_11_description ,picture_12_description ,picture_13_description ,picture_10_url ,picture_11_url ,picture_12_url ,picture_13_url ,commission_sharing ,commission_own ,commission_partner ,agency_logo_2 ,number_of_floors ,year_renovated ,flat_sharing_community ,corner_house ,middle_house ,building_land_connected ,gardenhouse ,raised_ground_floor ,new_building ,old_building ,under_building_laws ,under_roof ,swimmingpool ,minergie_general ,minergie_certified ,last_modified ,advertisement_id ,sparefield_1 ,sparefield_2 ,sparefield_3 ,sparefield_4 ,sparefield_5,sparefield_6,sparefield_7,sparefield_8,sparefield_9,sparefield_10
APPT,1,RENT,302,Im Hirshalm 58,4125,Riehen,BS,CH,Ruhige 4-Zimmerwohnung nähe Bäumlihof!,Per 16.04.2018 vermieten wir in einem ruhigen Quartier Nähe Bäumlihoft eine Wohnung mit folgendem Standard:<br /><br />- Helle Küche mit Glaskeramikherd<br />- Bad/WC mit Badewanne<br />- Wohnzimmer mit Parkett<br />- Balkon und Kellerabteil vorhanden<br />- Kein Lift<br /><br />- 2 Gehminuten zu nächster Einkaufsmöglichkeit<br />- Nahe Tram<br />- Nahe Zugstation<br />- EH Platz kann dazugemietet werden (CHF 150.00 / Monat)<br />- Spielplatz im Innenhof<br /><br />Einen Besichtigungstermin können Sie direkt mit Frau Ristic (momentane Mieterin) unter 076 345 83 58 vereinbaren.<br /><br />Die Fotos können zum Teil etwas vom Original abweichen.,1915,1680,235,MONTHLY,6b054257-e532-4a38-8532-74031d2e3c10.jpg,6d8bc459-83a5-47dd-bd08-a4c120ccd6b5.jpg,6c7260f2-70c3-4049-a8bc-0dd1e9c41ec5.jpg,f5c27e2a-1198-4a56-aa26-2dc23fcd62bd.jpg,,Aussenansicht,Innenansicht,Küche,Bad,,,,,,,,,,,,,https://www.mywincasa.ch/go/rent/e2d5620c-3d0a-434e-bcdc-24ede9e7a720?utm_campaign=idx&utm_source=owp&utm_medium=website,wic,,Wincasa Filiale Basel,Imhof Stefanie,Hardstr. 11,4002,Basel,CH,061 270 90 84,,061 270 90 99,,,,,,Einen Besichtigungstermin können Sie direkt mit Frau Ristic (momentane Mieterin) unter 076 345 83 58 vereinbaren.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,,N,N,N,,,N,Y,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
APPT,1,RENT,302,Weihermatt 2,5082,Kaisten,AG,CH,Fühlen Sie sich Zuhause!,- Helle 3.5 Zimmer-Wohnung <br />- Einbauküche mit Glaskeramik<br />- Badezimmer mit Wanne<br />- separates WC<br />- alle Zimmer mit Laminat<br />- Balkon<br /><br />- Abstellplätze dazu mietbar<br />- zwei Spielplätze in Überbauung vorhanden<br /><b,1458,1140,318,MONTHLY,fe7b1f0f-0474-48c3-b0a4-423648769ae3.jpg,6bb52cf1-1b5f-42c3-a19f-ec0cf63fc287.jpg,ce74ddaf-67c7-4b17-9e2f-d8fc74fed905.jpg,ee418c1e-143a-4115-8aad-b7b766ad7752.jpg,d998800d-c18c-4504-a5da-c14591f38b40.jpg,Aussenansicht,Aussenansicht,Wohnzimmer,Küche,Bad,,,,,,,,,,,,https://www.mywincasa.ch/go/rent/f83c517f-ac2a-4343-bf6c-989baef247b2?utm_campaign=idx&utm_source=owp&utm_medium=website,wic,,Wincasa Filiale Basel,Töppler-Kuhn Margot,Hardstr. 11,4002,Basel,CH,061 270 90 63,,,,,,,,Margot Töppler-Kuhn<br />Telefon: 061 270 90 63<br />margot.toeppler@wincasa.ch,,,f2f4cbc3-119d-438c-b793-a68ebbd44260.jpg,2201a5ef-95bb-4250-aa98-6c7b90a85619.jpg,,,Zimmer,Zimmer,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,Y,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
APPT,1,RENT,102,Weihermatt 8,5082,Kaisten,AG,CH,Ihr neues Zuhause?,- Helle 3.5 Zimmer-Wohnung <br />- Einbauküche mit Glaskeramik<br />- Badezimmer mit Wanne<br />- separates WC<br />- alle Zimmer mit Laminat<br />- Balkon<br /><br />- Abstellplätze dazu mietbar<br />- zwei Spielplätze in Überbauung vorhanden<br /><b,1312,1140,172,MONTHLY,07ebdbdc-3457-4957-8af6-782cda0a6d84.jpg,2293744c-eed0-4c17-9b35-38a47ce6e116.jpg,5988b64b-8e99-4609-a056-fc1328e9baa5.jpg,54bed253-6d41-43b2-a5f3-aa2f62ab1e73.jpg,5e57c0d9-39f6-4cc2-912a-5f4f6a9ed41c.jpg,Aussenansicht,Aussenansicht,Innenansicht,Wohnzimmer,Küche,,,,,,,,,,,,https://www.mywincasa.ch/go/rent/180b153d-5338-481f-a4dd-e692332efd99?utm_campaign=idx&utm_source=owp&utm_medium=website,wic,,Wincasa Filiale Basel,Töppler-Kuhn Margot,Hardstr. 11,4002,Basel,CH,061 270 90 63,,,,,,,,Margot Töppler-Kuhn<br />Telefon: 061 270 90 63<br />margot.toeppler@wincasa.ch,,,0c2efcec-a1fd-4fb1-be3f-1141599e1b1e.jpg,a8a4031f-b27e-412c-bfe1-f10800bf9eb2.jpg,,,Bad,Zimmer,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,Y,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
APPT,1,RENT,2,Weihermatt 26,5082,Kaisten,AG,CH,Gemütliche Wohnung sucht neuen Mieter!,- Geräumiges Wohn-/Esszimmer<br />- Einbauküche mit Glaskeramikkochfeld<br />- alle Zimmer mit Laminatboden<br />- separates Bad<br />- separates WC<br />- Réduit<br />- Laubengang und grosser Balkon<br />- zwei Spielplätze in Überbauung vorhanden<br,1393,1178,215,MONTHLY,8aff6473-5469-4312-8eb1-bf5591553010.jpg,486e6c10-30df-4fde-ba24-1bcffcaa7300.jpg,d0e02992-840a-49ae-bf28-001020d4cda0.jpg,488ba91d-7266-4de7-aa98-9e3891b57714.jpg,88f6f50c-7603-480b-bba7-054e4c56632d.jpg,Aussenansicht,Wohnzimmer,Küche,Bad,Zimmer,,,,,,,,,,,,https://www.mywincasa.ch/go/rent/4e9ccebb-09b6-440a-af2f-5103db05b792?utm_campaign=idx&utm_source=owp&utm_medium=website,wic,,Wincasa Filiale Basel,Töppler-Kuhn Margot,Hardstr. 11,4002,Basel,CH,061 270 90 63,,,,,,,,Margot Töppler-Kuhn<br />Telefon: 061 270 90 63<br />margot.toeppler@wincasa.ch,,,1de6be76-2465-4361-9700-e27d91d279fe.jpg,,,,Balkon/Terrasse/Sitzplatz,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,Y,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
APPT,1,RENT,301,Weihermatt 26,5082,Kaisten,AG,CH,Schöne Wohnung an guter Lage,- Geräumiges Wohn-/Esszimmer<br />- Einbauküche mit Glaskeramikkochfeld<br />- alle Zimmer mit Laminatboden<br />- separates Bad<br />- separates WC<br />- Réduit<br />- Laubengang und grosser Balkon<br />- zwei Spielplätze in Überbauung vorhanden<br,1463,1231,232,MONTHLY,82a927fd-36df-489b-879d-0dbc6fd80bb0.jpg,c621bd14-5450-461e-908e-4b7ed1044c56.jpg,7b3e003a-8ed4-45c0-9d72-acf7efbe5958.jpg,34f5c280-cc59-4738-9e24-f10d8604e52b.jpg,,Aussenansicht,Wohnzimmer,Küche,Bad,,,,,,,,,,,,,https://www.mywincasa.ch/go/rent/7103efe6-6a7c-4949-be42-ba66e0c9376d?utm_campaign=idx&utm_source=owp&utm_medium=website,wic,,Wincasa Filiale Basel,Töppler-Kuhn Margot,Hardstr. 11,4002,Basel,CH,061 270 90 63,,,,,,,,Margot Töppler-Kuhn<br />Telefon: 061 270 90 63<br />margot.toeppler@wincasa.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,Y,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
APPT,1,RENT,201,Weihermatt 28,5082,Kaisten,AG,CH,Wohnen in ländlicher Umgebung,- Geräumiges Wohn-/Esszimmer<br />- Einbauküche mit Glaskeramikkochfeld<br />- alle Zimmer mit Laminatboden<br />- separates Bad<br />- separates WC<br />- Réduit<br />- Laubengang und grosser Balkon<br />- zwei Spielplätze in Überbauung vorhanden<br,1503,1231,272,MONTHLY,a22201ab-69e3-402f-afa0-bd901acff146.jpg,e8771f40-679c-4633-8af9-e7b4f626c192.jpg,e8dca350-a2af-45b0-9606-82f8f1dd3d1d.jpg,ae94647f-ebc7-4e48-9096-845ad6f957a6.jpg,b6c61aea-d777-49fb-add0-f721a23e2d6f.jpg,Aussenansicht,Aussenansicht,Innenansicht,Wohnzimmer,Küche,,,,,,,,,,,,https://www.mywincasa.ch/go/rent/53ce002d-2335-46ef-a7d9-f501389eb2c0?utm_campaign=idx&utm_source=owp&utm_medium=website,wic,,Wincasa Filiale Basel,Töppler-Kuhn Margot,Hardstr. 11,4002,Basel,CH,061 270 90 63,,,,,,,,Margot Töppler-Kuhn<br />Telefon: 061 270 90 63<br />margot.toeppler@wincasa.ch,,,736c9274-e3a5-4125-b728-bf61bba54877.jpg,8f44daa6-d828-4e4f-b399-ab106acbe84f.jpg,176d9a4e-0dcd-491d-852b-3a612f81a6a4.jpg,b9c7f272-5d2a-4964-9421-fe9b8eca46e2.jpg,Bad,Bad,Zimmer,Balkon/Terrasse/Sitzplatz,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,Y,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
APPT,1,RENT,1,Weihermatt 58,5082,Kaisten,AG,CH,Platz für die ganze Familie,- Geräumiges Wohn-/Esszimmer<br />- Einbauküche mit Glaskeramikkochfeld<br />- alle Zimmer mit Laminatboden<br />- separates Bad<br />- separates WC<br />- Réduit<br />- Laubengang und grosser Balkon<br />- zwei Spielplätze in Überbauung vorhanden<br,1619,1269,350,MONTHLY,048298cb-5d67-43d4-a74d-78c7fc45c789.jpg,45a5bcce-8384-457b-bf45-7774971d3e6f.jpg,8ff1dbbe-4074-42ce-8460-36b896b65c9c.jpg,5deac02a-cada-4172-8d45-e47dd36dea06.jpg,bd21b119-2917-45fc-81da-7c579d568396.jpg,Aussenansicht,Wohnzimmer,Küche,Bad,Zimmer,,,,,,,,,,,,https://www.mywincasa.ch/go/rent/cdd419d6-467f-40f0-992f-a4974099a441?utm_campaign=idx&utm_source=owp&utm_medium=website,wic,,Wincasa Filiale Basel,Töppler-Kuhn Margot,Hardstr. 11,4002,Basel,CH,061 270 90 63,,,,,,,,Margot Töppler-Kuhn<br />Telefon: 061 270 90 63<br />margot.toeppler@wincasa.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,Y,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
APPT,1,RENT,102,Weihermatt 60,5082,Kaisten,AG,CH,Gemütliche Wohnung mit Ausblick ins Grüne,- Geräumiges Wohn-/Esszimmer mit Parkettboden<br />- Einbauküche mit Glaskeramikkochfeld<br />- alle weiteren Zimmer mit Laminatboden<br />- separates Bad<br />- separates WC<br />- Réduit<br />- Laubengang und grosser Balkon<br />- zwei Spielplätze i,1402.45,1140,262.45,MONTHLY,6e7bbb8e-ae27-40f0-aaf9-f620e5799d25.jpg,1b09b2cb-38e2-4813-a27f-bf2d87399086.jpg,649e0350-61e9-4b4d-bba7-358c7210286d.jpg,c90ee80d-d697-42b1-905f-a7e80769c267.jpg,edfe6259-59d5-4f4a-a651-7d1fa34a5800.jpg,Aussenansicht,Wohnzimmer,Küche,Bad,Zimmer,,,,,,,,,,,,https://www.mywincasa.ch/go/rent/92ba67d7-d8be-45a1-8185-32e9b620802b?utm_campaign=idx&utm_source=owp&utm_medium=website,wic,,Wincasa Filiale Basel,Töppler-Kuhn Margot,Hardstr. 11,4002,Basel,CH,061 270 90 63,,,,,,,,Margot Töppler-Kuhn<br />Telefon: 061 270 90 63<br />margot.toeppler@wincasa.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,Y,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
APPT,1,RENT,201,Weihermatt 60,5082,Kaisten,AG,CH,In kinderfreundlicher Überbauung,- Geräumiges Wohn-/Esszimmer<br />- Einbauküche mit Glaskeramikkochfeld<br />- alle weiteren Zimmer mit Laminatboden<br />- separates Bad<br />- separates WC<br />- Réduit<br />- Laubengang und grosser Balkon<br />- zwei Spielplätze in Überbauung vor,1548,1231,317,MONTHLY,eefdfd8b-ab86-4948-8bc5-4c6255ca33b3.jpg,ea129db2-f529-43bd-a7a8-f80c81b1a618.jpg,7713ddb3-dd7a-4d8c-bfa5-b3e192f94bd4.jpg,83daef4b-dd4c-40cf-8c5c-4dddc15e70d3.jpg,bcff77f7-9677-4c3d-ba2b-6263bbf4ddf8.jpg,Aussenansicht,Aussenansicht,Innenansicht,Wohnzimmer,Küche,,,,,,,,,,,,https://www.mywincasa.ch/go/rent/f58e0c51-1c94-4b3d-8d58-fc283161d87a?utm_campaign=idx&utm_source=owp&utm_medium=website,wic,,Wincasa Filiale Basel,Töppler-Kuhn Margot,Hardstr. 11,4002,Basel,CH,061 270 90 63,,,,,,,,Margot Töppler-Kuhn<br />Telefon: 061 270 90 63<br />margot.toeppler@wincasa.ch,,,85d64871-610e-427c-bc61-d013202ae5a1.jpg,88fb4732-cfc5-491c-a863-a8f3d901174c.jpg,c9b76957-5f82-4cbe-bb5b-e385fea29c2b.jpg,77123b90-946c-405c-bfeb-687632676a7d.jpg,Bad,Bad,Zimmer,Balkon/Terrasse/Sitzplatz,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,Y,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
INDUS,1,RENT,101,Spisergasse 30,9000,St. Gallen,SG,CH,Büroräumlichkeiten mit Seltenheitswert,"Büroräumlichkeiten mit Seltenheitswert mitten in der malerischen Altstadt<br /><br />- Grosser, repräsentativer Eingangsbereich<br />- 2 Büroräume mit antiken Malereien an den Wänden sowie einzigartiger Holzdecke und Erker<br />-  Separater, lichtdurchfluteter Aufenthaltsraum mit Teeküche sowie zusätzliche Galerie mit vielfältien Möblierungsmöglichkeiten<br />- Archiv-/ Kopierraum<br />- Elegante Toilette<br />- Serverraum<br />- Lift vorhanden<br />- Eigener Kellerraum <br />- Gute Erreichbarkeit mit dem öffentlichen Verkehr<br />- Es besteht die Möglichkeit einen Teil der Büromöbel sowie dem Mieterausbau zu übernehmen<br /><br />Gerne zeigen wir Ihnen diese einmaligen Büroräumlichkeiten persönlich!",186.35,,,M2YEARLY,112179cb-2a42-446e-8877-70c035b3fc6c.jpg,dea609ce-8d18-469d-bf63-ecf370270a19.jpg,7e15c2e1-61f6-4e8d-a818-7e55c487c720.jpg,2ffd5d03-19ce-4991-96f8-75369d6d5041.jpg,08df33fd-540d-47e8-8b66-f9ac09b85678.jpg,Innenansicht,Innenansicht,Innenansicht,Innenansicht,Innenansicht,,,,,,,,,,,,,wic,,Wincasa Filiale St. Gallen,Germann Dario,St. Leonhard-Str. 39,9001,St. Gallen,CH,071 421 69 33,,,,,,,,"Dario Germann, 071 421 69 33",,,5691e3a5-1073-4495-a79b-e8e04574a5c7.jpg,691919c1-2bed-4d53-84a5-826c97a75358.jpg,,,Küche,Bad,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,Y,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
INDUS,2,RENT,1,Spisergasse 32,9000,St. Gallen,SG,CH,Ladenlokal in der Altstadt,"- Vielseitig benutzbar<br />- Verkaufsflächen auf 3 Ebenen, Lichtdurchflutet<br />- Verbunden mit einer breiten Treppe<br />- 1 Raum im UG mit gewölbter Decke<br />- 1 WC<br />- 1 Abstellraum<br />- Warenzulieferung an der Zeughausgasse<br />- Ausbau ka",,,,M2YEARLY,6838dac1-c3d0-4b43-a555-9502f91b756a.jpg,e3fe55ec-d877-41e3-bf22-329b4b82c0e2.jpg,c4e3ae28-dfaa-4086-85a0-acd0b0713061.jpg,e35d6d0b-7254-41ce-9c6a-0f0fd3784345.jpg,1b72248b-10f8-49df-8547-9ac6d63e7371.jpg,Aussenansicht,Aussenansicht,Innenansicht,Innenansicht,Innenansicht,,,,,,,,,,,,,wic,,Wincasa Filiale St. Gallen,Germann Dario,St. Leonhard-Str. 39,9001,St. Gallen,CH,071 421 69 33,,,,,,,,,,,a468c4fe-ce7e-4efd-a063-2676632458be.jpg,21a72dc4-722c-479a-8529-da22d15a2d5a.jpg,e4664d80-cdad-48c4-adfa-7ee7e0bc4a47.jpg,e0cf3599-2fda-455b-b750-96b9e137166c.jpg,Innenansicht,Innenansicht,Innenansicht,Innenansicht,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,044750d7-fc3d-4f38-ab6f-b3eedc35faf8.jpg,,,,Grundriss,,,,,,,,,,,,,,,,,,,N,N,N,,,N,Y,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
APPT,1,RENT,402,Via G. Ferri 25,6900,Lugano,TI,CH,APPARTAMENTO SPAZIOSO IN ZONA TRANQUILLA E SOLEGGIATA,"Bellissimo appartamento a Lugano in zona strategica per tutti i servizi, tranquilla e sollegiata.<br /><br />- Atrio con armadio a muro <br />- Cucina moderna completamente accessoriata con piccolo balcone<br />- Sala da bagno con vasca e servizio separato per ospiti, pavimento in   marmo<br />- Pavimento nel soggiorno e camere da letto in parquet<br />- camino nel soggiorno<br />- Due ampi balconi soleggiati<br />- Cantina<br /><br /><br />Possibilità di posteggio interno a CHF 130.-/mensili.",2150,1800,350,MONTHLY,e26cffe9-eda0-4995-aec8-8c5c9676635a.jpg,e375bdf5-be48-4e4e-80c7-4d22662a96c6.jpg,c4c1ce36-13c0-4dd7-8b7c-e603651f6450.jpg,,,Veduta esterna,Soggiorno,Soggiorno,,,,,,,,,,,,,,https://www.mywincasa.ch/go/rent/04bdb43c-1a69-4222-800c-a232b540a0b9?utm_campaign=idx&utm_source=owp&utm_medium=website,wic,,Wincasa Filiale Lugano,Baas Sandro,Via F. Pelli 1/Casella postale,6901,Lugano,CH,091 914 94 15,,091 914 94 95,,,,,,Sandro Baas<br />N° telefono: 091 914 94 94<br />sandro.baas@wincasa.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N,,,N,Y,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
APPT,1,RENT,201,Via G. Ferri 27,6900,Lugano,TI,CH,Appartamento molto spazioso e moderno vicino al centro,"Bellissimo appartamento a Lugano in zona strategica per tutti i servizi, tranquilla e sollegiata.<br /><br />- Atrio con armadio a muro <br />- Cucina moderna completamente accessoriata<br />- Sala da bagno con vasca e servizio separato per ospiti<br />- Pavimento nel soggiorno e camere da letto in parquet<br />- Due ampi balconi soleggiati<br />- Cantina<br /><br />Possibilità di posteggio interno a CHF 130.-/mensili.",1820,1500,320,MONTHLY,4961c445-cca3-49da-bddf-54aa2dde49f7.jpg,,,,,Veduta esterna,,,,,,,,,,,,,,,,https://www.mywincasa.ch/go/rent/46d47530-6dee-4dfb-92fa-25a195cc2a52?utm_campaign=idx&utm_source=owp&utm_medium=website,wic,,Wincasa Filiale Lugano,Baas Sandro,Via F. Pelli 1/Casella postale,6901,Lugano,CH,091 914 94 15,,091 914 94 95,,,,,,"Maruska Crivelli<br />Via G. Ferri 27, 6900 Lugano<br />Telefono: 076 342 87 32<br />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,Y,N,,,N,Y,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
APPT,1,RENT,401,Via G. Ferri 27,6900,Lugano,TI,CH,Appartamento molto spazioso e moderno vicino al centro,"Bellissimo appartamento a Lugano in zona strategica per tutti i servizi, tranquilla e sollegiata.<br /><br />- Atrio con armadio a muro <br />- Cucina moderna completamente accessoriata<br />- Sala da bagno con vasca e servizio separato per ospiti<br />- Pavimento nel soggiorno e camere da letto in parquet<br />- Due ampi balconi soleggiati<br />- Cantina<br /><br />Possibilità di posteggio interno a CHF 130.-/mensili.",1895,1600,295,MONTHLY,6370d524-d21b-446e-80ac-1dab5facddff.jpg,,,,,Veduta esterna,,,,,,,,,,,,,,,,https://www.mywincasa.ch/go/rent/84d33e84-ab9f-4941-a81d-ea50c8782f0b?utm_campaign=idx&utm_source=owp&utm_medium=website,wic,,Wincasa Filiale Lugano,Baas Sandro,Via F. Pelli 1/Casella postale,6901,Lugano,CH,091 914 94 15,,091 914 94 95,,,,,,Sandro Baas<br />N° telefono: 091 914 94 94<br />sandro.baas@wincasa.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,Y,N,,,N,Y,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
APPT,1,RENT,101,Route de Lausanne 41,1028,Préverenges,VD,CH,Joli 4.5 pièces à Préverenges,"Magnifique 4,5 pièces comprenant :<br /><br />- une cuisine agencée<br />- un séjour avec balcon<br />- 3 chambres<br />- salle de bains-wc<br />- salle de douche-wc<br />- WC séparé<br /><br /><br />Place de parc intérieure double n° 7 et 8 à Fr. 190.--/mois.<br /><br />L'unique visite groupée est prévue le mercredi 24 janvier 2018 de 16h à 18h.<br />Appartement de Mme Mazzeo.<br /><br /><br />En cas d'intérêt, merci de nous transmettre :<br /><br />- Demande de location (www.wincasa.ch)<br />- Extrait de l'Office des poursuites (moins de 2 mois)<br />- Copie de la dernière fiche de salaire<br />- Copie de la carte d'identité ou du permis de séjour",2300,2130,170,MONTHLY,ea2cb70e-8aca-4116-8f16-e53af4d74394.jpg,4a6fd5eb-addc-41da-acb7-7a2c1f9993ef.jpg,,,,Vue extérieure,Vue extérieure,,,,,,,,,,,,c0044459-feba-46f2-aba2-152f181563b1.pdf,Divers,,https://www.mywincasa.ch/go/rent/769e76aa-e37d-43e8-be23-78f263e5a3de?utm_campaign=idx&utm_source=owp&utm_medium=website,wic,,Wincasa Agence Lausanne,Dély Lorrie,Av. de Rumine 20,1002,Lausanne,CH,021 310 61 84,,021 310 61 99,,,,,,L'unique visite groupée est prévue le mercredi 24 janvier 2018 de 16h à 18h.<br />Appartement de Mme Mazzeo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,Y,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
